,Match_id,League_id,Season,Stage,Date,H_team,A_team,Result,H_Speed,H_Pass,H_Shoot,H_Pressure,H_chPass,H_chCross,H_dAggr,H_dWidth,A_Speed,A_Pass,A_Shoot,A_Pressure,A_chPass,A_chCross,A_dAggr,A_dWidth,H_age,A_age,H_TMV,A_TMV,FTHG,FTAG,HS,AS,HST,AST,H_Form03,A_Form03,H_Form05,A_Form05,H_MeanShots03,A_MeanShots03,H_MeanShots05,A_MeanShots05,H_MeanShotsOnTarget03,A_MeanShotsOnTarget03,H_MeanShotsOnTarget05,A_MeanShotsOnTarget05,H_MeanFullTimeGoals03,A_MeanFullTimeGoals03,H_MeanFullTimeGoals05,A_MeanFullTimeGoals05,H_WeightedMeanShots03,A_WeightedMeanShots03,H_WeightedMeanShots05,A_WeightedMeanShots05,H_WeightedMeanShotsOnTarget03,A_WeightedMeanShotsOnTarget03,H_WeightedMeanShotsOnTarget05,A_WeightedMeanShotsOnTarget05,H_WeightedMeanFullTimeGoals03,A_WeightedMeanFullTimeGoals03,H_WeightedMeanFullTimeGoals05,A_WeightedMeanFullTimeGoals05,H_xgoals,A_xgoals
365,24103,21518,2014/2015,37,2015-05-17,Cordoba CF,Rayo Vallecano,2,53,48,57,38,55,59,39,52,29,44,47,54,44,44,52,63,24.8,25.7,44.0,52.0,1,2,14,22,2,10,1,3,2,7,15.0,18.0,12.75,14.5,6.0,5.5,4.25,5.5,1.0,1.0,1.0,1.5,13.8947368421,17.2105263158,11.7647058824,13.8823529412,5.47368421053,5.36842105263,4.02941176471,5.20588235294,0.947368421053,0.947368421053,0.941176470588,1.35294117647,1.05,2.22
366,24104,21518,2014/2015,37,2015-05-17,Getafe CF,SD Eibar,1,34,38,49,43,55,39,42,49,62,52,52,37,59,55,56,49,25.1,27.3,48.0,21.0,1,1,13,5,3,1,3,6,7,9,19.5,13.5,14.75,11.25,7.0,6.5,5.25,4.25,1.0,2.5,1.5,1.5,18.5789473684,13.0526315789,14.1176470588,10.7647058824,6.94736842105,6.26315789474,5.23529411765,4.26470588235,1.05263157895,2.36842105263,1.32352941176,1.5,1.04,0.45
367,24105,21518,2014/2015,37,2015-05-17,RCD Espanyol,Real Madrid CF,2,50,44,40,37,52,60,40,45,50,46,63,52,61,41,60,63,24.6,23.3,55.0,647.0,1,4,15,18,3,7,3,3,3,6,15.0,29.5,14.25,25.0,5.5,11.5,4.0,9.0,2.0,2.5,1.0,1.75,14.2105263158,28.0526315789,12.9705882353,23.5882352941,5.05263157895,10.7368421053,3.79411764706,8.5,1.78947368421,2.42105263158,1.0,1.73529411765,1.50,2.43
368,24106,21518,2014/2015,37,2015-05-17,Valencia CF,RC Celta de Vigo,1,35,35,58,49,37,51,45,53,55,38,50,55,41,48,55,59,23.1,23.3,137.0,39.0,1,1,21,11,7,3,6,0,10,4,22.5,17.5,18.0,14.5,9.0,4.5,6.0,3.75,4.0,1.5,2.75,1.25,21.1052631579,17.1052631579,17.0,14.0588235294,8.42105263158,4.31578947368,5.82352941176,3.52941176471,3.84210526316,1.31578947368,2.67647058824,1.11764705882,2.20,0.59
369,24107,21518,2014/2015,37,2015-05-17,Sevilla FC,UD Almeria,0,53,53,60,42,53,52,48,59,46,65,40,37,57,54,53,45,24.7,24.1,122.0,25.0,2,1,15,14,3,3,7,6,8,6,15.5,18.0,14.75,12.0,5.0,7.0,3.75,4.25,2.0,3.0,1.0,1.75,14.9473684211,16.8421052632,13.8235294118,11.7352941176,4.78947368421,6.57894736842,3.64705882353,4.26470588235,1.84210526316,2.89473684211,1.02941176471,1.82352941176,2.38,1.20
370,24108,21518,2014/2015,38,2015-05-23,Athletic Bilbao,Villarreal CF,0,46,39,36,49,50,60,57,50,48,36,55,47,36,52,48,44,25.2,23.1,110.0,88.0,4,0,17,13,8,2,4,5,7,8,23.0,17.5,20.0,14.75,9.5,7.0,8.25,5.75,3.0,2.5,2.25,1.75,21.3157894737,16.3684210526,18.4411764706,13.7647058824,8.78947368421,6.47368421053,7.55882352941,5.32352941176,2.78947368421,2.31578947368,2.11764705882,1.64705882353,2.45,1.11
371,24109,21518,2014/2015,38,2015-05-23,Levante UD,Elche CF,1,62,65,65,36,71,42,33,42,51,48,57,49,53,54,51,58,26.8,24.7,47.0,31.0,0,0,8,15,0,6,0,1,3,2,15.0,13.5,14.25,10.5,4.0,4.0,5.75,3.25,1.0,1.0,1.5,0.75,13.9473684211,12.6315789474,13.0882352941,9.85294117647,3.89473684211,3.52631578947,5.11764705882,2.85294117647,1.0,0.842105263158,1.35294117647,0.647058823529,0.83,2.51
372,24110,21518,2014/2015,38,2015-05-23,FC Barcelona,RC Deportivo de La Coruna,1,36,51,56,61,36,49,65,65,53,47,55,45,38,52,50,59,24.4,25.5,598.0,48.0,2,2,18,10,7,2,6,6,10,12,34.0,19.5,26.0,17.5,13.0,6.0,9.75,6.25,4.0,2.0,3.0,2.0,32.4210526316,18.3157894737,24.8823529412,16.2352941176,12.1578947368,5.52631578947,9.20588235294,5.64705882353,3.68421052632,1.94736842105,2.79411764706,1.88235294118,2.47,0.63
373,24111,21518,2014/2015,38,2015-05-23,Granada CF,Atletico Madrid,1,57,59,51,48,61,63,45,62,57,50,49,49,61,62,42,52,24.4,24.7,60.0,289.0,0,0,2,3,0,1,3,7,5,11,15.5,27.5,15.0,17.5,5.0,9.5,4.75,6.75,1.0,4.0,1.0,3.25,14.6315789474,26.5263157895,13.7647058824,17.7352941176,4.84210526316,9.10526315789,4.38235294118,6.61764705882,0.842105263158,3.78947368421,0.823529411765,3.02941176471,0.08,0.07
374,24112,21518,2014/2015,38,2015-05-23,Rayo Vallecano,Real Sociedad,2,29,44,47,54,44,44,52,63,60,50,52,49,54,60,53,53,25.7,24.6,52.0,107.0,2,4,13,11,3,8,3,6,7,9,18.0,19.5,14.5,15.25,5.5,4.0,5.5,4.5,1.0,1.5,1.5,2.0,17.2105263158,18.0526315789,13.8823529412,14.2647058824,5.36842105263,3.89473684211,5.20588235294,4.05882352941,0.947368421053,1.42105263158,1.35294117647,1.73529411765,1.01,1.55
375,24113,21518,2014/2015,38,2015-05-23,SD Eibar,Cordoba CF,0,62,52,52,37,59,55,56,49,53,48,57,38,55,59,39,52,27.3,24.8,21.0,44.0,3,0,12,15,6,5,6,1,9,2,13.5,15.0,11.25,12.75,6.5,6.0,4.25,4.25,2.5,1.0,1.5,1.0,13.0526315789,13.8947368421,10.7647058824,11.7647058824,6.26315789474,5.47368421053,4.26470588235,4.02941176471,2.36842105263,0.947368421053,1.5,0.941176470588,1.68,0.44
376,24114,21518,2014/2015,38,2015-05-23,Real Madrid CF,Getafe CF,0,50,46,63,52,61,41,60,63,34,38,49,43,55,39,42,49,23.3,25.1,647.0,48.0,7,3,18,14,11,6,3,3,6,7,29.5,19.5,25.0,14.75,11.5,7.0,9.0,5.25,2.5,1.0,1.75,1.5,28.0526315789,18.5789473684,23.5882352941,14.1176470588,10.7368421053,6.94736842105,8.5,5.23529411765,2.42105263158,1.05263157895,1.73529411765,1.32352941176,3.18,0.98
377,24115,21518,2014/2015,38,2015-05-23,RC Celta de Vigo,RCD Espanyol,0,55,38,50,55,41,48,55,59,50,44,40,37,52,60,40,45,23.3,24.6,39.0,55.0,3,2,10,17,7,3,0,3,4,3,17.5,15.0,14.5,14.25,4.5,5.5,3.75,4.0,1.5,2.0,1.25,1.0,17.1052631579,14.2105263158,14.0588235294,12.9705882353,4.31578947368,5.05263157895,3.52941176471,3.79411764706,1.31578947368,1.78947368421,1.11764705882,1.0,1.38,2.39
378,24116,21518,2014/2015,38,2015-05-23,UD Almeria,Valencia CF,2,46,65,40,37,57,54,53,45,35,35,58,49,37,51,45,53,24.1,23.1,25.0,137.0,2,3,10,9,3,5,6,6,6,10,18.0,22.5,12.0,18.0,7.0,9.0,4.25,6.0,3.0,4.0,1.75,2.75,16.8421052632,21.1052631579,11.7352941176,17.0,6.57894736842,8.42105263158,4.26470588235,5.82352941176,2.89473684211,3.84210526316,1.82352941176,2.67647058824,1.43,2.17
379,24117,21518,2014/2015,38,2015-05-23,Malaga CF,Sevilla FC,2,42,36,50,47,41,40,37,52,53,53,60,42,53,52,48,59,25.6,24.7,62.0,122.0,2,3,16,12,8,6,1,7,5,8,20.0,15.5,17.0,14.75,7.5,5.0,6.5,3.75,2.5,2.0,2.75,1.0,18.6315789474,14.9473684211,15.7647058824,13.8235294118,7.0,4.78947368421,6.0,3.64705882353,2.26315789474,1.84210526316,2.38235294118,1.02941176471,0.70,2.65
380,24180,21518,2015/2016,1,2015-08-21,Malaga CF,Sevilla FC,1,42,36,50,47,41,40,37,52,53,53,60,42,53,52,48,59,26.0,24.8,78.0,186.0,0,0,25,10,5,2,1,7,5,8,20.0,15.5,17.0,14.75,7.5,5.0,6.5,3.75,2.5,2.0,2.75,1.0,18.6315789474,14.9473684211,15.7647058824,13.8235294118,7.0,4.78947368421,6.0,3.64705882353,2.26315789474,1.84210526316,2.38235294118,1.02941176471,0.98,0.86
381,24179,21518,2015/2016,1,2015-08-22,Atletico Madrid,UD Las Palmas,0,57,50,49,49,61,62,42,52,48,44,53,53,53,42,39,57,24.4,26.2,336.0,29.0,1,0,14,8,3,1,7,3,11,4,27.5,12.0,17.5,12.5,9.5,5.0,6.75,5.5,4.0,1.5,3.25,1.0,26.5263157895,11.3684210526,17.7352941176,11.4705882353,9.10526315789,4.57894736842,6.61764705882,4.88235294118,3.78947368421,1.31578947368,3.02941176471,0.941176470588,0.92,0.52
382,24183,21518,2015/2016,1,2015-08-22,RCD Espanyol,Getafe CF,0,50,44,40,37,52,60,40,45,34,38,49,43,55,39,42,49,24.1,24.7,61.0,55.0,1,0,4,14,2,3,3,3,3,7,15.0,19.5,14.25,14.75,5.5,7.0,4.0,5.25,2.0,1.0,1.0,1.5,14.2105263158,18.5789473684,12.9705882353,14.1176470588,5.05263157895,6.94736842105,3.79411764706,5.23529411765,1.78947368421,1.05263157895,1.0,1.32352941176,0.48,1.65
383,24186,21518,2015/2016,1,2015-08-22,RC Deportivo de La Coruna,Real Sociedad,1,53,47,55,45,38,52,50,59,60,50,52,49,54,60,53,53,27.4,24.6,51.0,122.0,0,0,15,9,5,2,6,6,12,9,19.5,19.5,17.5,15.25,6.0,4.0,6.25,4.5,2.0,1.5,2.0,2.0,18.3157894737,18.0526315789,16.2352941176,14.2647058824,5.52631578947,3.89473684211,5.64705882353,4.05882352941,1.94736842105,1.42105263158,1.88235294118,1.73529411765,0.58,0.95
384,24187,21518,2015/2016,1,2015-08-22,Rayo Vallecano,Valencia CF,1,29,44,47,54,44,44,52,63,35,35,58,49,37,51,45,53,27.0,22.7,53.0,254.0,0,0,8,10,3,4,3,6,7,10,18.0,22.5,14.5,18.0,5.5,9.0,5.5,6.0,1.0,4.0,1.5,2.75,17.2105263158,21.1052631579,13.8823529412,17.0,5.36842105263,8.42105263158,5.20588235294,5.82352941176,0.947368421053,3.84210526316,1.35294117647,2.67647058824,0.69,2.20
385,24178,21518,2015/2016,1,2015-08-23,Levante UD,RC Celta de Vigo,2,62,65,65,36,71,42,33,42,55,38,50,55,41,48,55,59,26.3,23.6,68.0,63.0,1,2,11,15,2,6,0,0,3,4,15.0,17.5,14.25,14.5,4.0,4.5,5.75,3.75,1.0,1.5,1.5,1.25,13.9473684211,17.1052631579,13.0882352941,14.0588235294,3.89473684211,4.31578947368,5.11764705882,3.52941176471,1.0,1.31578947368,1.35294117647,1.11764705882,NaN,NaN
386,24181,21518,2015/2016,1,2015-08-23,Athletic Bilbao,FC Barcelona,2,46,39,36,49,50,60,57,50,36,51,56,61,36,49,65,65,26.0,24.9,122.0,618.0,0,1,8,10,2,4,4,6,7,10,23.0,34.0,20.0,26.0,9.5,13.0,8.25,9.75,3.0,4.0,2.25,3.0,21.3157894737,32.4210526316,18.4411764706,24.8823529412,8.78947368421,12.1578947368,7.55882352941,9.20588235294,2.78947368421,3.68421052632,2.11764705882,2.79411764706,0.40,1.76
387,24184,21518,2015/2016,1,2015-08-23,Real Betis Balompie,Villarreal CF,1,59,37,53,58,59,43,49,58,48,36,55,47,36,52,48,44,25.9,24.4,72.0,115.0,1,1,22,8,6,4,6,5,9,8,20.0,17.5,18.25,14.75,7.0,7.0,6.5,5.75,3.5,2.5,2.75,1.75,18.4736842105,16.3684210526,16.5882352941,13.7647058824,6.42105263158,6.47368421053,5.91176470588,5.32352941176,3.15789473684,2.31578947368,2.52941176471,1.64705882353,NaN,NaN
388,24185,21518,2015/2016,1,2015-08-23,Real Sporting de Gijon,Real Madrid CF,1,55,50,38,45,62,59,54,41,50,46,63,52,61,41,60,63,23.8,23.8,30.0,700.0,0,0,6,27,0,8,3,3,6,6,17.0,29.5,16.5,25.0,4.5,11.5,5.0,9.0,2.0,2.5,1.5,1.75,16.1578947368,28.0526315789,15.3235294118,23.5882352941,4.10526315789,10.7368421053,4.47058823529,8.5,1.78947368421,2.42105263158,1.38235294118,1.73529411765,NaN,NaN
389,24182,21518,2015/2016,1,2015-08-24,Granada CF,SD Eibar,2,57,59,51,48,61,63,45,62,62,52,52,37,59,55,56,49,24.9,24.8,73.0,45.0,1,3,12,10,6,4,3,6,5,9,15.5,13.5,15.0,11.25,5.0,6.5,4.75,4.25,1.0,2.5,1.0,1.5,14.6315789474,13.0526315789,13.7647058824,10.7647058824,4.84210526316,6.26315789474,4.38235294118,4.26470588235,0.842105263158,2.36842105263,0.823529411765,1.5,0.89,1.81
390,24294,21518,2015/2016,2,2015-08-28,Villarreal CF,RCD Espanyol,0,48,36,55,47,36,52,48,44,50,44,40,37,52,60,40,45,24.4,24.1,115.0,61.0,3,1,14,4,4,2,5,3,8,3,17.5,15.0,14.75,14.25,7.0,5.5,5.75,4.0,2.5,2.0,1.75,1.0,16.3684210526,14.2105263158,13.7647058824,12.9705882353,6.47368421053,5.05263157895,5.32352941176,3.79411764706,2.31578947368,1.78947368421,1.64705882353,1.0,1.59,0.72
391,24288,21518,2015/2016,2,2015-08-29,RC Celta de Vigo,Rayo Vallecano,0,55,38,50,55,41,48,55,59,29,44,47,54,44,44,52,63,23.6,27.0,63.0,53.0,3,0,11,3,7,0,0,3,4,7,17.5,18.0,14.5,14.5,4.5,5.5,3.75,5.5,1.5,1.0,1.25,1.5,17.1052631579,17.2105263158,14.0588235294,13.8823529412,4.31578947368,5.36842105263,3.52941176471,5.20588235294,1.31578947368,0.947368421053,1.11764705882,1.35294117647,1.70,0.08
392,24291,21518,2015/2016,2,2015-08-29,FC Barcelona,Malaga CF,0,36,51,56,61,36,49,65,65,42,36,50,47,41,40,37,52,24.9,26.0,618.0,78.0,1,0,22,4,13,1,6,1,10,5,34.0,20.0,26.0,17.0,13.0,7.5,9.75,6.5,4.0,2.5,3.0,2.75,32.4210526316,18.6315789474,24.8823529412,15.7647058824,12.1578947368,7.0,9.20588235294,6.0,3.68421052632,2.26315789474,2.79411764706,2.38235294118,1.92,0.22
393,24295,21518,2015/2016,2,2015-08-29,Real Madrid CF,Real Betis Balompie,0,50,46,63,52,61,41,60,63,59,37,53,58,59,43,49,58,23.8,25.9,700.0,72.0,5,0,21,7,11,1,3,6,6,9,29.5,20.0,25.0,18.25,11.5,7.0,9.0,6.5,2.5,3.5,1.75,2.75,28.0526315789,18.4736842105,23.5882352941,16.5882352941,10.7368421053,6.42105263158,8.5,5.91176470588,2.42105263158,3.15789473684,1.73529411765,2.52941176471,3.15,0.94
394,24296,21518,2015/2016,2,2015-08-29,Real Sociedad,Real Sporting de Gijon,1,60,50,52,49,54,60,53,53,55,50,38,45,62,59,54,41,24.6,23.8,122.0,30.0,0,0,12,7,1,2,6,3,9,6,19.5,17.0,15.25,16.5,4.0,4.5,4.5,5.0,1.5,2.0,2.0,1.5,18.0526315789,16.1578947368,14.2647058824,15.3235294118,3.89473684211,4.10526315789,4.05882352941,4.47058823529,1.42105263158,1.78947368421,1.73529411765,1.38235294118,NaN,NaN
395,24289,21518,2015/2016,2,2015-08-30,UD Las Palmas,Levante UD,1,48,44,53,53,53,42,39,57,62,65,65,36,71,42,33,42,26.2,26.3,29.0,68.0,0,0,16,3,2,2,3,0,4,3,12.0,15.0,12.5,14.25,5.0,4.0,5.5,5.75,1.5,1.0,1.0,1.5,11.3684210526,13.9473684211,11.4705882353,13.0882352941,4.57894736842,3.89473684211,4.88235294118,5.11764705882,1.31578947368,1.0,0.941176470588,1.35294117647,NaN,NaN
396,24290,21518,2015/2016,2,2015-08-30,Sevilla FC,Atletico Madrid,2,53,53,60,42,53,52,48,59,57,50,49,49,61,62,42,52,24.8,24.4,186.0,336.0,0,3,25,17,7,7,7,7,8,11,15.5,27.5,14.75,17.5,5.0,9.5,3.75,6.75,2.0,4.0,1.0,3.25,14.9473684211,26.5263157895,13.8235294118,17.7352941176,4.78947368421,9.10526315789,3.64705882353,6.61764705882,1.84210526316,3.78947368421,1.02941176471,3.02941176471,1.74,1.25
397,24292,21518,2015/2016,2,2015-08-30,SD Eibar,Athletic Bilbao,0,62,52,52,37,59,55,56,49,46,39,36,49,50,60,57,50,24.8,26.0,45.0,122.0,2,0,9,9,8,1,6,4,9,7,13.5,23.0,11.25,20.0,6.5,9.5,4.25,8.25,2.5,3.0,1.5,2.25,13.0526315789,21.3157894737,10.7647058824,18.4411764706,6.26315789474,8.78947368421,4.26470588235,7.55882352941,2.36842105263,2.78947368421,1.5,2.11764705882,1.35,0.32
398,24293,21518,2015/2016,2,2015-08-30,Getafe CF,Granada CF,2,34,38,49,43,55,39,42,49,57,59,51,48,61,63,45,62,24.7,24.9,55.0,73.0,1,2,16,9,4,4,3,3,7,5,19.5,15.5,14.75,15.0,7.0,5.0,5.25,4.75,1.0,1.0,1.5,1.0,18.5789473684,14.6315789474,14.1176470588,13.7647058824,6.94736842105,4.84210526316,5.23529411765,4.38235294118,1.05263157895,0.842105263158,1.32352941176,0.823529411765,NaN,NaN
399,24297,21518,2015/2016,2,2015-08-30,Valencia CF,RC Deportivo de La Coruna,1,35,35,58,49,37,51,45,53,53,47,55,45,38,52,50,59,22.7,27.4,254.0,51.0,1,1,12,12,5,3,6,6,10,12,22.5,19.5,18.0,17.5,9.0,6.0,6.0,6.25,4.0,2.0,2.75,2.0,21.1052631579,18.3157894737,17.0,16.2352941176,8.42105263158,5.52631578947,5.82352941176,5.64705882353,3.84210526316,1.94736842105,2.67647058824,1.88235294118,1.86,0.82
400,24399,21518,2015/2016,3,2015-09-11,Levante UD,Sevilla FC,1,62,65,65,36,71,42,33,42,53,53,60,42,53,52,48,59,26.3,24.8,68.0,186.0,1,1,14,8,4,3,0,7,3,8,15.0,15.5,14.25,14.75,4.0,5.0,5.75,3.75,1.0,2.0,1.5,1.0,13.9473684211,14.9473684211,13.0882352941,13.8235294118,3.89473684211,4.78947368421,5.11764705882,3.64705882353,1.0,1.84210526316,1.35294117647,1.02941176471,1.12,0.89
401,24400,21518,2015/2016,3,2015-09-12,Atletico Madrid,FC Barcelona,2,57,50,49,49,61,62,42,52,36,51,56,61,36,49,65,65,24.4,24.9,336.0,618.0,1,2,11,13,3,5,7,6,11,10,27.5,34.0,17.5,26.0,9.5,13.0,6.75,9.75,4.0,4.0,3.25,3.0,26.5263157895,32.4210526316,17.7352941176,24.8823529412,9.10526315789,12.1578947368,6.61764705882,9.20588235294,3.78947368421,3.68421052632,3.02941176471,2.79411764706,0.83,2.33
402,24404,21518,2015/2016,3,2015-09-12,RCD Espanyol,Real Madrid CF,2,50,44,40,37,52,60,40,45,50,46,63,52,61,41,60,63,24.1,23.8,61.0,700.0,0,6,14,15,3,8,3,3,3,6,15.0,29.5,14.25,25.0,5.5,11.5,4.0,9.0,2.0,2.5,1.0,1.75,14.2105263158,28.0526315789,12.9705882353,23.5882352941,5.05263157895,10.7368421053,3.79411764706,8.5,1.78947368421,2.42105263158,1.0,1.73529411765,1.48,4.39
403,24405,21518,2015/2016,3,2015-09-12,Real Betis Balompie,Real Sociedad,0,59,37,53,58,59,43,49,58,60,50,52,49,54,60,53,53,25.9,24.6,72.0,122.0,1,0,9,15,2,3,6,6,9,9,20.0,19.5,18.25,15.25,7.0,4.0,6.5,4.5,3.5,1.5,2.75,2.0,18.4736842105,18.0526315789,16.5882352941,14.2647058824,6.42105263158,3.89473684211,5.91176470588,4.05882352941,3.15789473684,1.42105263158,2.52941176471,1.73529411765,0.75,0.66
404,24406,21518,2015/2016,3,2015-09-12,Real Sporting de Gijon,Valencia CF,2,55,50,38,45,62,59,54,41,35,35,58,49,37,51,45,53,23.8,22.7,30.0,254.0,0,1,16,17,8,3,3,6,6,10,17.0,22.5,16.5,18.0,4.5,9.0,5.0,6.0,2.0,4.0,1.5,2.75,16.1578947368,21.1052631579,15.3235294118,17.0,4.10526315789,8.42105263158,4.47058823529,5.82352941176,1.78947368421,3.84210526316,1.38235294118,2.67647058824,NaN,NaN
405,24398,21518,2015/2016,3,2015-09-13,RC Celta de Vigo,UD Las Palmas,1,55,38,50,55,41,48,55,59,48,44,53,53,53,42,39,57,23.6,26.2,63.0,29.0,3,3,26,9,12,5,0,3,4,4,17.5,12.0,14.5,12.5,4.5,5.0,3.75,5.5,1.5,1.5,1.25,1.0,17.1052631579,11.3684210526,14.0588235294,11.4705882353,4.31578947368,4.57894736842,3.52941176471,4.88235294118,1.31578947368,1.31578947368,1.11764705882,0.941176470588,3.58,1.30
406,24401,21518,2015/2016,3,2015-09-13,Malaga CF,SD Eibar,1,42,36,50,47,41,40,37,52,62,52,52,37,59,55,56,49,26.0,24.8,78.0,45.0,0,0,10,7,4,0,1,6,5,9,20.0,13.5,17.0,11.25,7.5,6.5,6.5,4.25,2.5,2.5,2.75,1.5,18.6315789474,13.0526315789,15.7647058824,10.7647058824,7.0,6.26315789474,6.0,4.26470588235,2.26315789474,2.36842105263,2.38235294118,1.5,1.04,0.89
407,24402,21518,2015/2016,3,2015-09-13,Athletic Bilbao,Getafe CF,0,46,39,36,49,50,60,57,50,34,38,49,43,55,39,42,49,26.0,24.7,122.0,55.0,3,1,14,11,6,3,4,3,7,7,23.0,19.5,20.0,14.75,9.5,7.0,8.25,5.25,3.0,1.0,2.25,1.5,21.3157894737,18.5789473684,18.4411764706,14.1176470588,8.78947368421,6.94736842105,7.55882352941,5.23529411765,2.78947368421,1.05263157895,2.11764705882,1.32352941176,1.91,0.93
408,24403,21518,2015/2016,3,2015-09-13,Granada CF,Villarreal CF,2,57,59,51,48,61,63,45,62,48,36,55,47,36,52,48,44,24.9,24.4,73.0,115.0,1,3,13,8,2,5,3,5,5,8,15.5,17.5,15.0,14.75,5.0,7.0,4.75,5.75,1.0,2.5,1.0,1.75,14.6315789474,16.3684210526,13.7647058824,13.7647058824,4.84210526316,6.47368421053,4.38235294118,5.32352941176,0.842105263158,2.31578947368,0.823529411765,1.64705882353,0.84,1.52
409,24407,21518,2015/2016,3,2015-09-14,Rayo Vallecano,RC Deportivo de La Coruna,2,29,44,47,54,44,44,52,63,53,47,55,45,38,52,50,59,27.0,27.4,53.0,51.0,1,3,8,14,2,8,3,6,7,12,18.0,19.5,14.5,17.5,5.5,6.0,5.5,6.25,1.0,2.0,1.5,2.0,17.2105263158,18.3157894737,13.8823529412,16.2352941176,5.36842105263,5.52631578947,5.20588235294,5.64705882353,0.947368421053,1.94736842105,1.35294117647,1.88235294118,0.62,2.12
410,24502,21518,2015/2016,4,2015-09-18,Getafe CF,Malaga CF,0,34,38,49,43,55,39,42,49,42,36,50,47,41,40,37,52,24.7,26.0,55.0,78.0,1,0,10,13,4,3,3,1,7,5,19.5,20.0,14.75,17.0,7.0,7.5,5.25,6.5,1.0,2.5,1.5,2.75,18.5789473684,18.6315789474,14.1176470588,15.7647058824,6.94736842105,7.0,5.23529411765,6.0,1.05263157895,2.26315789474,1.32352941176,2.38235294118,1.19,0.69
411,24501,21518,2015/2016,4,2015-09-19,SD Eibar,Atletico Madrid,2,62,52,52,37,59,55,56,49,57,50,49,49,61,62,42,52,24.8,24.4,45.0,336.0,0,2,9,14,3,6,6,7,9,11,13.5,27.5,11.25,17.5,6.5,9.5,4.25,6.75,2.5,4.0,1.5,3.25,13.0526315789,26.5263157895,10.7647058824,17.7352941176,6.26315789474,9.10526315789,4.26470588235,6.61764705882,2.36842105263,3.78947368421,1.5,3.02941176471,0.29,1.72
412,24504,21518,2015/2016,4,2015-09-19,Real Madrid CF,Granada CF,0,50,46,63,52,61,41,60,63,57,59,51,48,61,63,45,62,23.8,24.9,700.0,73.0,1,0,20,12,10,3,3,3,6,5,29.5,15.5,25.0,15.0,11.5,5.0,9.0,4.75,2.5,1.0,1.75,1.0,28.0526315789,14.6315789474,23.5882352941,13.7647058824,10.7368421053,4.84210526316,8.5,4.38235294118,2.42105263158,0.842105263158,1.73529411765,0.823529411765,3.18,1.77
413,24505,21518,2015/2016,4,2015-09-19,Real Sociedad,RCD Espanyol,2,60,50,52,49,54,60,53,53,50,44,40,37,52,60,40,45,24.6,24.1,122.0,61.0,2,3,10,18,3,6,6,3,9,3,19.5,15.0,15.25,14.25,4.0,5.5,4.5,4.0,1.5,2.0,2.0,1.0,18.0526315789,14.2105263158,14.2647058824,12.9705882353,3.89473684211,5.05263157895,4.05882352941,3.79411764706,1.42105263158,1.78947368421,1.73529411765,1.0,1.35,1.91
414,24506,21518,2015/2016,4,2015-09-19,Valencia CF,Real Betis Balompie,1,35,35,58,49,37,51,45,53,59,37,53,58,59,43,49,58,22.7,25.9,254.0,72.0,0,0,22,3,5,1,6,6,10,9,22.5,20.0,18.0,18.25,9.0,7.0,6.0,6.5,4.0,3.5,2.75,2.75,21.1052631579,18.4736842105,17.0,16.5882352941,8.42105263158,6.42105263158,5.82352941176,5.91176470588,3.84210526316,3.15789473684,2.67647058824,2.52941176471,1.81,0.19
415,24498,21518,2015/2016,4,2015-09-20,UD Las Palmas,Rayo Vallecano,2,48,44,53,53,53,42,39,57,29,44,47,54,44,44,52,63,26.2,27.0,29.0,53.0,0,1,8,17,2,6,3,3,4,7,12.0,18.0,12.5,14.5,5.0,5.5,5.5,5.5,1.5,1.0,1.0,1.5,11.3684210526,17.2105263158,11.4705882353,13.8823529412,4.57894736842,5.36842105263,4.88235294118,5.20588235294,1.31578947368,0.947368421053,0.941176470588,1.35294117647,0.40,1.82
416,24499,21518,2015/2016,4,2015-09-20,Sevilla FC,RC Celta de Vigo,2,53,53,60,42,53,52,48,59,55,38,50,55,41,48,55,59,24.8,23.6,186.0,63.0,1,2,13,15,5,5,7,0,8,4,15.5,17.5,14.75,14.5,5.0,4.5,3.75,3.75,2.0,1.5,1.0,1.25,14.9473684211,17.1052631579,13.8235294118,14.0588235294,4.78947368421,4.31578947368,3.64705882353,3.52941176471,1.84210526316,1.31578947368,1.02941176471,1.11764705882,1.53,0.85
417,24500,21518,2015/2016,4,2015-09-20,FC Barcelona,Levante UD,0,36,51,56,61,36,49,65,65,62,65,65,36,71,42,33,42,24.9,26.3,618.0,68.0,4,1,21,11,8,4,6,0,10,3,34.0,15.0,26.0,14.25,13.0,4.0,9.75,5.75,4.0,1.0,3.0,1.5,32.4210526316,13.9473684211,24.8823529412,13.0882352941,12.1578947368,3.89473684211,9.20588235294,5.11764705882,3.68421052632,1.0,2.79411764706,1.35294117647,4.05,0.87
418,24503,21518,2015/2016,4,2015-09-20,Villarreal CF,Athletic Bilbao,0,48,36,55,47,36,52,48,44,46,39,36,49,50,60,57,50,24.4,26.0,115.0,122.0,3,1,14,11,7,2,5,4,8,7,17.5,23.0,14.75,20.0,7.0,9.5,5.75,8.25,2.5,3.0,1.75,2.25,16.3684210526,21.3157894737,13.7647058824,18.4411764706,6.47368421053,8.78947368421,5.32352941176,7.55882352941,2.31578947368,2.78947368421,1.64705882353,2.11764705882,1.61,1.26
