,Match_id,League_id,Season,Stage,Date,H_team,A_team,Result,H_Speed,H_Pass,H_Shoot,H_Pressure,H_chPass,H_chCross,H_dAggr,H_dWidth,A_Speed,A_Pass,A_Shoot,A_Pressure,A_chPass,A_chCross,A_dAggr,A_dWidth,H_age,A_age,H_TMV,A_TMV,FTHG,FTAG,HS,AS,HST,AST,H_Form03,A_Form03,H_Form05,A_Form05,H_MeanShots03,A_MeanShots03,H_MeanShots05,A_MeanShots05,H_MeanShotsOnTarget03,A_MeanShotsOnTarget03,H_MeanShotsOnTarget05,A_MeanShotsOnTarget05,H_MeanFullTimeGoals03,A_MeanFullTimeGoals03,H_MeanFullTimeGoals05,A_MeanFullTimeGoals05,H_WeightedMeanShots03,A_WeightedMeanShots03,H_WeightedMeanShots05,A_WeightedMeanShots05,H_WeightedMeanShotsOnTarget03,A_WeightedMeanShotsOnTarget03,H_WeightedMeanShotsOnTarget05,A_WeightedMeanShotsOnTarget05,H_WeightedMeanFullTimeGoals03,A_WeightedMeanFullTimeGoals03,H_WeightedMeanFullTimeGoals05,A_WeightedMeanFullTimeGoals05,H_xgoals,A_xgoals
203,23935,21518,2014/2015,21,2015-01-31,Granada CF,Elche CF,0,52,37,52,49,67,68,45,64,55,69,57,49,53,54,51,58,24.4,24.7,60.0,31.0,1,0,14,5,2,1,3,1,5,2,15.5,13.5,15.0,10.5,5.0,4.0,4.75,3.25,1.0,1.0,1.0,0.75,14.6315789474,12.6315789474,13.7647058824,9.85294117647,4.84210526316,3.52631578947,4.38235294118,2.85294117647,0.842105263158,0.842105263158,0.823529411765,0.647058823529,1.51,0.21
204,23929,21518,2014/2015,21,2015-02-01,Sevilla FC,RCD Espanyol,0,65,65,38,38,53,57,49,55,50,44,40,37,52,60,40,45,24.7,24.6,122.0,55.0,3,2,22,5,7,2,7,3,8,3,15.5,15.0,14.75,14.25,5.0,5.5,3.75,4.0,2.0,2.0,1.0,1.0,14.9473684211,14.2105263158,13.8235294118,12.9705882353,4.78947368421,5.05263157895,3.64705882353,3.79411764706,1.84210526316,1.78947368421,1.02941176471,1.0,3.33,0.90
205,23930,21518,2014/2015,21,2015-02-01,UD Almeria,Getafe CF,0,46,65,40,37,57,54,53,45,35,40,52,49,58,42,45,47,24.1,25.1,25.0,48.0,1,0,12,12,7,7,6,3,6,7,18.0,19.5,12.0,14.75,7.0,7.0,4.25,5.25,3.0,1.0,1.75,1.5,16.8421052632,18.5789473684,11.7352941176,14.1176470588,6.57894736842,6.94736842105,4.26470588235,5.23529411765,2.89473684211,1.05263157895,1.82352941176,1.32352941176,1.96,0.82
206,23936,21518,2014/2015,21,2015-02-01,FC Barcelona,Villarreal CF,0,35,32,35,61,37,31,63,65,35,35,58,51,43,57,51,56,24.4,23.1,598.0,88.0,3,2,19,9,7,3,6,5,10,8,34.0,17.5,26.0,14.75,13.0,7.0,9.75,5.75,4.0,2.5,3.0,1.75,32.4210526316,16.3684210526,24.8823529412,13.7647058824,12.1578947368,6.47368421053,9.20588235294,5.32352941176,3.68421052632,2.31578947368,2.79411764706,1.64705882353,3.25,0.96
207,23937,21518,2014/2015,21,2015-02-01,Levante UD,Athletic Bilbao,2,57,63,52,47,55,61,52,56,46,38,37,37,52,68,60,65,26.8,25.2,47.0,110.0,0,2,10,14,4,5,0,4,3,7,15.0,23.0,14.25,20.0,4.0,9.5,5.75,8.25,1.0,3.0,1.5,2.25,13.9473684211,21.3157894737,13.0882352941,18.4411764706,3.89473684211,8.78947368421,5.11764705882,7.55882352941,1.0,2.78947368421,1.35294117647,2.11764705882,1.09,1.65
208,23928,21518,2014/2015,21,2015-02-02,Malaga CF,Valencia CF,0,45,36,50,64,69,69,58,42,30,35,55,51,38,56,38,59,25.6,23.1,62.0,137.0,1,0,13,10,6,3,1,6,5,10,20.0,22.5,17.0,18.0,7.5,9.0,6.5,6.0,2.5,4.0,2.75,2.75,18.6315789474,21.1052631579,15.7647058824,17.0,7.0,8.42105263158,6.0,5.82352941176,2.26315789474,3.84210526316,2.38235294118,2.67647058824,1.69,0.66
209,23876,21518,2014/2015,16,2015-02-04,Real Madrid CF,Sevilla FC,0,50,41,69,39,68,54,49,65,65,65,38,38,53,57,49,55,23.3,24.7,647.0,122.0,2,1,14,15,4,3,3,7,6,8,29.5,15.5,25.0,14.75,11.5,5.0,9.0,3.75,2.5,2.0,1.75,1.0,28.0526315789,14.9473684211,23.5882352941,13.8235294118,10.7368421053,4.78947368421,8.5,3.64705882353,2.42105263158,1.84210526316,1.73529411765,1.02941176471,2.44,2.49
210,23943,21518,2014/2015,22,2015-02-06,RC Deportivo de La Coruna,SD Eibar,0,56,46,68,45,38,52,50,59,62,52,64,37,60,55,56,49,25.5,27.3,48.0,21.0,2,0,15,4,5,2,6,6,12,9,19.5,13.5,17.5,11.25,6.0,6.5,6.25,4.25,2.0,2.5,2.0,1.5,18.3157894737,13.0526315789,16.2352941176,10.7647058824,5.52631578947,6.26315789474,5.64705882353,4.26470588235,1.94736842105,2.36842105263,1.88235294118,1.5,2.27,0.10
211,23941,21518,2014/2015,22,2015-02-07,Real Sociedad,RC Celta de Vigo,1,35,36,59,48,60,52,53,65,53,62,52,42,59,68,52,65,24.6,23.3,107.0,39.0,1,1,7,12,3,3,6,0,9,4,19.5,17.5,15.25,14.5,4.0,4.5,4.5,3.75,1.5,1.5,2.0,1.25,18.0526315789,17.1052631579,14.2647058824,14.0588235294,3.89473684211,4.31578947368,4.05882352941,3.52941176471,1.42105263158,1.31578947368,1.73529411765,1.11764705882,0.98,0.58
212,23942,21518,2014/2015,22,2015-02-07,Atletico Madrid,Real Madrid CF,0,47,51,54,52,67,67,37,55,50,41,69,39,68,54,49,65,24.7,23.3,289.0,647.0,4,0,17,4,8,1,7,3,11,6,27.5,29.5,17.5,25.0,9.5,11.5,6.75,9.0,4.0,2.5,3.25,1.75,26.5263157895,28.0526315789,17.7352941176,23.5882352941,9.10526315789,10.7368421053,6.61764705882,8.5,3.78947368421,2.42105263158,3.02941176471,1.73529411765,2.27,0.10
213,23945,21518,2014/2015,22,2015-02-07,Villarreal CF,Granada CF,0,35,35,58,51,43,57,51,56,52,37,52,49,67,68,45,64,23.1,24.4,88.0,60.0,2,0,9,11,6,3,5,3,8,5,17.5,15.5,14.75,15.0,7.0,5.0,5.75,4.75,2.5,1.0,1.75,1.0,16.3684210526,14.6315789474,13.7647058824,13.7647058824,6.47368421053,4.84210526316,5.32352941176,4.38235294118,2.31578947368,0.842105263158,1.64705882353,0.823529411765,1.54,0.38
214,23947,21518,2014/2015,22,2015-02-07,Levante UD,Malaga CF,0,57,63,52,47,55,61,52,56,45,36,50,64,69,69,58,42,26.8,25.6,47.0,62.0,4,1,11,4,6,3,0,1,3,5,15.0,20.0,14.25,17.0,4.0,7.5,5.75,6.5,1.0,2.5,1.5,2.75,13.9473684211,18.6315789474,13.0882352941,15.7647058824,3.89473684211,7.0,5.11764705882,6.0,1.0,2.26315789474,1.35294117647,2.38235294118,3.09,0.45
215,23938,21518,2014/2015,22,2015-02-08,RCD Espanyol,Valencia CF,2,50,44,40,37,52,60,40,45,30,35,55,51,38,56,38,59,24.6,23.1,55.0,137.0,1,2,9,13,3,5,3,6,3,10,15.0,22.5,14.25,18.0,5.5,9.0,4.0,6.0,2.0,4.0,1.0,2.75,14.2105263158,21.1052631579,12.9705882353,17.0,5.05263157895,8.42105263158,3.79411764706,5.82352941176,1.78947368421,3.84210526316,1.0,2.67647058824,1.58,1.51
216,23939,21518,2014/2015,22,2015-02-08,Getafe CF,Sevilla FC,0,35,40,52,49,58,42,45,47,65,65,38,38,53,57,49,55,25.1,24.7,48.0,122.0,2,1,18,9,8,2,3,7,7,8,19.5,15.5,14.75,14.75,7.0,5.0,5.25,3.75,1.0,2.0,1.5,1.0,18.5789473684,14.9473684211,14.1176470588,13.8235294118,6.94736842105,4.78947368421,5.23529411765,3.64705882353,1.05263157895,1.84210526316,1.32352941176,1.02941176471,3.37,0.40
217,23940,21518,2014/2015,22,2015-02-08,Cordoba CF,UD Almeria,2,40,53,48,36,40,66,41,52,46,65,40,37,57,54,53,45,24.8,24.1,44.0,25.0,1,2,14,8,7,2,1,6,2,6,15.0,18.0,12.75,12.0,6.0,7.0,4.25,4.25,1.0,3.0,1.0,1.75,13.8947368421,16.8421052632,11.7647058824,11.7352941176,5.47368421053,6.57894736842,4.02941176471,4.26470588235,0.947368421053,2.89473684211,0.941176470588,1.82352941176,1.03,1.37
218,23946,21518,2014/2015,22,2015-02-08,Athletic Bilbao,FC Barcelona,2,46,38,37,37,52,68,60,65,35,32,35,61,37,31,63,65,25.2,24.4,110.0,598.0,2,5,15,19,6,11,4,6,7,10,23.0,34.0,20.0,26.0,9.5,13.0,8.25,9.75,3.0,4.0,2.25,3.0,21.3157894737,32.4210526316,18.4411764706,24.8823529412,8.78947368421,12.1578947368,7.55882352941,9.20588235294,2.78947368421,3.68421052632,2.11764705882,2.79411764706,1.88,4.71
219,23944,21518,2014/2015,22,2015-02-09,Elche CF,Rayo Vallecano,0,55,69,57,49,53,54,51,58,45,44,47,63,44,44,51,59,24.7,25.7,31.0,52.0,2,0,18,11,5,3,1,3,2,7,13.5,18.0,10.5,14.5,4.0,5.5,3.25,5.5,1.0,1.0,0.75,1.5,12.6315789474,17.2105263158,9.85294117647,13.8823529412,3.52631578947,5.36842105263,2.85294117647,5.20588235294,0.842105263158,0.947368421053,0.647058823529,1.35294117647,2.97,0.41
220,23951,21518,2014/2015,23,2015-02-13,UD Almeria,Real Sociedad,1,46,65,40,37,57,54,53,45,35,36,59,48,60,52,53,65,24.1,24.6,25.0,107.0,2,2,9,7,4,3,6,6,6,9,18.0,19.5,12.0,15.25,7.0,4.0,4.25,4.5,3.0,1.5,1.75,2.0,16.8421052632,18.0526315789,11.7352941176,14.2647058824,6.57894736842,3.89473684211,4.26470588235,4.05882352941,2.89473684211,1.42105263158,1.82352941176,1.73529411765,1.12,0.91
221,23948,21518,2014/2015,23,2015-02-14,Malaga CF,RCD Espanyol,2,45,36,50,64,69,69,58,42,50,44,40,37,52,60,40,45,25.6,24.6,62.0,55.0,0,2,17,6,5,2,1,3,5,3,20.0,15.0,17.0,14.25,7.5,5.5,6.5,4.0,2.5,2.0,2.75,1.0,18.6315789474,14.2105263158,15.7647058824,12.9705882353,7.0,5.05263157895,6.0,3.79411764706,2.26315789474,1.78947368421,2.38235294118,1.0,1.56,0.70
222,23950,21518,2014/2015,23,2015-02-14,Sevilla FC,Cordoba CF,0,65,65,38,38,53,57,49,55,40,53,48,36,40,66,41,52,24.7,24.8,122.0,44.0,3,0,18,10,6,3,7,1,8,2,15.5,15.0,14.75,12.75,5.0,6.0,3.75,4.25,2.0,1.0,1.0,1.0,14.9473684211,13.8947368421,13.8235294118,11.7647058824,4.78947368421,5.47368421053,3.64705882353,4.02941176471,1.84210526316,0.947368421053,1.02941176471,0.941176470588,2.64,0.32
223,23953,21518,2014/2015,23,2015-02-14,Real Madrid CF,RC Deportivo de La Coruna,0,50,41,69,39,68,54,49,65,56,46,68,45,38,52,50,59,23.3,25.5,647.0,48.0,2,0,17,15,6,4,3,6,6,12,29.5,19.5,25.0,17.5,11.5,6.0,9.0,6.25,2.5,2.0,1.75,2.0,28.0526315789,18.3157894737,23.5882352941,16.2352941176,10.7368421053,5.52631578947,8.5,5.64705882353,2.42105263158,1.94736842105,1.73529411765,1.88235294118,1.48,0.62
224,23956,21518,2014/2015,23,2015-02-14,Granada CF,Athletic Bilbao,1,52,37,52,49,67,68,45,64,46,38,37,37,52,68,60,65,24.4,25.2,60.0,110.0,0,0,11,10,4,0,3,4,5,7,15.5,23.0,15.0,20.0,5.0,9.5,4.75,8.25,1.0,3.0,1.0,2.25,14.6315789474,21.3157894737,13.7647058824,18.4411764706,4.84210526316,8.78947368421,4.38235294118,7.55882352941,0.842105263158,2.78947368421,0.823529411765,2.11764705882,0.48,0.73
225,23949,21518,2014/2015,23,2015-02-15,Valencia CF,Getafe CF,0,30,35,55,51,38,56,38,59,35,40,52,49,58,42,45,47,23.1,25.1,137.0,48.0,1,0,13,10,3,1,6,3,10,7,22.5,19.5,18.0,14.75,9.0,7.0,6.0,5.25,4.0,1.0,2.75,1.5,21.1052631579,18.5789473684,17.0,14.1176470588,8.42105263158,6.94736842105,5.82352941176,5.23529411765,3.84210526316,1.05263157895,2.67647058824,1.32352941176,2.15,0.65
226,23952,21518,2014/2015,23,2015-02-15,RC Celta de Vigo,Atletico Madrid,0,53,62,52,42,59,68,52,65,47,51,54,52,67,67,37,55,23.3,24.7,39.0,289.0,2,0,14,10,3,5,0,7,4,11,17.5,27.5,14.5,17.5,4.5,9.5,3.75,6.75,1.5,4.0,1.25,3.25,17.1052631579,26.5263157895,14.0588235294,17.7352941176,4.31578947368,9.10526315789,3.52941176471,6.61764705882,1.31578947368,3.78947368421,1.11764705882,3.02941176471,2.11,0.55
227,23955,21518,2014/2015,23,2015-02-15,Rayo Vallecano,Villarreal CF,0,45,44,47,63,44,44,51,59,35,35,58,51,43,57,51,56,25.7,23.1,52.0,88.0,2,0,13,9,7,2,3,5,7,8,18.0,17.5,14.5,14.75,5.5,7.0,5.5,5.75,1.0,2.5,1.5,1.75,17.2105263158,16.3684210526,13.8823529412,13.7647058824,5.36842105263,6.47368421053,5.20588235294,5.32352941176,0.947368421053,2.31578947368,1.35294117647,1.64705882353,1.25,2.19
228,23957,21518,2014/2015,23,2015-02-15,FC Barcelona,Levante UD,0,35,32,35,61,37,31,63,65,57,63,52,47,55,61,52,56,24.4,26.8,598.0,47.0,5,0,18,5,10,1,6,0,10,3,34.0,15.0,26.0,14.25,13.0,4.0,9.75,5.75,4.0,1.0,3.0,1.5,32.4210526316,13.9473684211,24.8823529412,13.0882352941,12.1578947368,3.89473684211,9.20588235294,5.11764705882,3.68421052632,1.0,2.79411764706,1.35294117647,3.66,0.25
229,23954,21518,2014/2015,23,2015-02-16,SD Eibar,Elche CF,2,62,52,64,37,60,55,56,49,55,69,57,49,53,54,51,58,27.3,24.7,21.0,31.0,0,1,18,6,7,2,6,1,9,2,13.5,13.5,11.25,10.5,6.5,4.0,4.25,3.25,2.5,1.0,1.5,0.75,13.0526315789,12.6315789474,10.7647058824,9.85294117647,6.26315789474,3.52631578947,4.26470588235,2.85294117647,2.36842105263,0.842105263158,1.5,0.647058823529,0.93,0.43
230,23958,21518,2014/2015,24,2015-02-20,Getafe CF,RCD Espanyol,0,35,40,52,49,58,42,45,47,50,44,40,37,52,60,40,45,25.1,24.6,48.0,55.0,2,1,10,11,4,7,3,3,7,3,19.5,15.0,14.75,14.25,7.0,5.5,5.25,4.0,1.0,2.0,1.5,1.0,18.5789473684,14.2105263158,14.1176470588,12.9705882353,6.94736842105,5.05263157895,5.23529411765,3.79411764706,1.05263157895,1.78947368421,1.32352941176,1.0,1.43,0.71
231,23959,21518,2014/2015,24,2015-02-21,Cordoba CF,Valencia CF,2,40,53,48,36,40,66,41,52,30,35,55,51,38,56,38,59,24.8,23.1,44.0,137.0,1,2,11,17,4,7,1,6,2,10,15.0,22.5,12.75,18.0,6.0,9.0,4.25,6.0,1.0,4.0,1.0,2.75,13.8947368421,21.1052631579,11.7647058824,17.0,5.47368421053,8.42105263158,4.02941176471,5.82352941176,0.947368421053,3.84210526316,0.941176470588,2.67647058824,1.08,1.89
232,23961,21518,2014/2015,24,2015-02-21,Atletico Madrid,UD Almeria,0,47,51,54,52,67,67,37,55,46,65,40,37,57,54,53,45,24.7,24.1,289.0,25.0,3,0,9,9,6,1,7,6,11,6,27.5,18.0,17.5,12.0,9.5,7.0,6.75,4.25,4.0,3.0,3.25,1.75,26.5263157895,16.8421052632,17.7352941176,11.7352941176,9.10526315789,6.57894736842,6.61764705882,4.26470588235,3.78947368421,2.89473684211,3.02941176471,1.82352941176,1.78,0.33
233,23962,21518,2014/2015,24,2015-02-21,RC Deportivo de La Coruna,RC Celta de Vigo,2,56,46,68,45,38,52,50,59,53,62,52,42,59,68,52,65,25.5,23.3,48.0,39.0,0,2,14,8,4,5,6,0,12,4,19.5,17.5,17.5,14.5,6.0,4.5,6.25,3.75,2.0,1.5,2.0,1.25,18.3157894737,17.1052631579,16.2352941176,14.0588235294,5.52631578947,4.31578947368,5.64705882353,3.52941176471,1.94736842105,1.31578947368,1.88235294118,1.11764705882,1.13,1.93
234,23967,21518,2014/2015,24,2015-02-21,FC Barcelona,Malaga CF,2,35,32,35,61,37,31,63,65,45,36,50,64,69,69,58,42,24.4,25.6,598.0,62.0,0,1,11,11,5,3,6,1,10,5,34.0,20.0,26.0,17.0,13.0,7.5,9.75,6.5,4.0,2.5,3.0,2.75,32.4210526316,18.6315789474,24.8823529412,15.7647058824,12.1578947368,7.0,9.20588235294,6.0,3.68421052632,2.26315789474,2.79411764706,2.38235294118,1.22,1.64
235,23960,21518,2014/2015,24,2015-02-22,Real Sociedad,Sevilla FC,0,35,36,59,48,60,52,53,65,65,65,38,38,53,57,49,55,24.6,24.7,107.0,122.0,4,3,17,17,8,5,6,7,9,8,19.5,15.5,15.25,14.75,4.0,5.0,4.5,3.75,1.5,2.0,2.0,1.0,18.0526315789,14.9473684211,14.2647058824,13.8235294118,3.89473684211,4.78947368421,4.05882352941,3.64705882353,1.42105263158,1.84210526316,1.73529411765,1.02941176471,2.14,2.49
236,23963,21518,2014/2015,24,2015-02-22,Elche CF,Real Madrid CF,2,55,69,57,49,53,54,51,58,50,41,69,39,68,54,49,65,24.7,23.3,31.0,647.0,0,2,4,17,1,5,1,3,2,6,13.5,29.5,10.5,25.0,4.0,11.5,3.25,9.0,1.0,2.5,0.75,1.75,12.6315789474,28.0526315789,9.85294117647,23.5882352941,3.52631578947,10.7368421053,2.85294117647,8.5,0.842105263158,2.42105263158,0.647058823529,1.73529411765,0.11,1.93
237,23964,21518,2014/2015,24,2015-02-22,Villarreal CF,SD Eibar,0,35,35,58,51,43,57,51,56,62,52,64,37,60,55,56,49,23.1,27.3,88.0,21.0,1,0,21,10,6,1,5,6,8,9,17.5,13.5,14.75,11.25,7.0,6.5,5.75,4.25,2.5,2.5,1.75,1.5,16.3684210526,13.0526315789,13.7647058824,10.7647058824,6.47368421053,6.26315789474,5.32352941176,4.26470588235,2.31578947368,2.36842105263,1.64705882353,1.5,1.86,0.23
238,23965,21518,2014/2015,24,2015-02-22,Athletic Bilbao,Rayo Vallecano,0,46,38,37,37,52,68,60,65,45,44,47,63,44,44,51,59,25.2,25.7,110.0,52.0,1,0,19,5,6,1,4,3,7,7,23.0,18.0,20.0,14.5,9.5,5.5,8.25,5.5,3.0,1.0,2.25,1.5,21.3157894737,17.2105263158,18.4411764706,13.8823529412,8.78947368421,5.36842105263,7.55882352941,5.20588235294,2.78947368421,0.947368421053,2.11764705882,1.35294117647,1.95,0.14
239,23966,21518,2014/2015,24,2015-02-23,Levante UD,Granada CF,0,57,63,52,47,55,61,52,56,52,37,52,49,67,68,45,64,26.8,24.4,47.0,60.0,2,1,9,10,4,4,0,3,3,5,15.0,15.5,14.25,15.0,4.0,5.0,5.75,4.75,1.0,1.0,1.5,1.0,13.9473684211,14.6315789474,13.0882352941,13.7647058824,3.89473684211,4.84210526316,5.11764705882,4.38235294118,1.0,0.842105263158,1.35294117647,0.823529411765,0.93,1.58
240,23969,21518,2014/2015,25,2015-02-27,RCD Espanyol,Cordoba CF,0,50,44,40,37,52,60,40,45,40,53,48,36,40,66,41,52,24.6,24.8,55.0,44.0,1,0,12,16,4,4,3,1,3,2,15.0,15.0,14.25,12.75,5.5,6.0,4.0,4.25,2.0,1.0,1.0,1.0,14.2105263158,13.8947368421,12.9705882353,11.7647058824,5.05263157895,5.47368421053,3.79411764706,4.02941176471,1.78947368421,0.947368421053,1.0,0.941176470588,0.58,1.14
241,23968,21518,2014/2015,25,2015-02-28,Malaga CF,Getafe CF,0,45,36,50,64,69,69,58,42,35,40,52,49,58,42,45,47,25.6,25.1,62.0,48.0,3,2,16,10,6,6,1,3,5,7,20.0,19.5,17.0,14.75,7.5,7.0,6.5,5.25,2.5,1.0,2.75,1.5,18.6315789474,18.5789473684,15.7647058824,14.1176470588,7.0,6.94736842105,6.0,5.23529411765,2.26315789474,1.05263157895,2.38235294118,1.32352941176,1.62,2.02
242,23972,21518,2014/2015,25,2015-02-28,UD Almeria,RC Deportivo de La Coruna,1,46,65,40,37,57,54,53,45,56,46,68,45,38,52,50,59,24.1,25.5,25.0,48.0,0,0,10,25,3,9,6,6,6,12,18.0,19.5,12.0,17.5,7.0,6.0,4.25,6.25,3.0,2.0,1.75,2.0,16.8421052632,18.3157894737,11.7352941176,16.2352941176,6.57894736842,5.52631578947,4.26470588235,5.64705882353,2.89473684211,1.94736842105,1.82352941176,1.88235294118,0.39,1.94
243,23976,21518,2014/2015,25,2015-02-28,Rayo Vallecano,Levante UD,0,45,44,47,63,44,44,51,59,57,63,52,47,55,61,52,56,25.7,26.8,52.0,47.0,4,2,13,10,7,3,3,0,7,3,18.0,15.0,14.5,14.25,5.5,4.0,5.5,5.75,1.0,1.0,1.5,1.5,17.2105263158,13.9473684211,13.8823529412,13.0882352941,5.36842105263,3.89473684211,5.20588235294,5.11764705882,0.947368421053,1.0,1.35294117647,1.35294117647,2.46,1.56
244,23977,21518,2014/2015,25,2015-02-28,Granada CF,FC Barcelona,2,52,37,52,49,67,68,45,64,35,32,35,61,37,31,63,65,24.4,24.4,60.0,598.0,1,3,10,16,4,9,3,6,5,10,15.5,34.0,15.0,26.0,5.0,13.0,4.75,9.75,1.0,4.0,1.0,3.0,14.6315789474,32.4210526316,13.7647058824,24.8823529412,4.84210526316,12.1578947368,4.38235294118,9.20588235294,0.842105263158,3.68421052632,0.823529411765,2.79411764706,1.05,3.79
245,23970,21518,2014/2015,25,2015-03-01,Valencia CF,Real Sociedad,0,30,35,55,51,38,56,38,59,35,36,59,48,60,52,53,65,23.1,24.6,137.0,107.0,2,0,19,8,3,0,6,6,10,9,22.5,19.5,18.0,15.25,9.0,4.0,6.0,4.5,4.0,1.5,2.75,2.0,21.1052631579,18.0526315789,17.0,14.2647058824,8.42105263158,3.89473684211,5.82352941176,4.05882352941,3.84210526316,1.42105263158,2.67647058824,1.73529411765,1.35,0.38
246,23971,21518,2014/2015,25,2015-03-01,Sevilla FC,Atletico Madrid,1,65,65,38,38,53,57,49,55,47,51,54,52,67,67,37,55,24.7,24.7,122.0,289.0,0,0,13,9,4,2,7,7,8,11,15.5,27.5,14.75,17.5,5.0,9.5,3.75,6.75,2.0,4.0,1.0,3.25,14.9473684211,26.5263157895,13.8235294118,17.7352941176,4.78947368421,9.10526315789,3.64705882353,6.61764705882,1.84210526316,3.78947368421,1.02941176471,3.02941176471,0.86,0.39
247,23974,21518,2014/2015,25,2015-03-01,Real Madrid CF,Villarreal CF,1,50,41,69,39,68,54,49,65,35,35,58,51,43,57,51,56,23.3,23.1,647.0,88.0,1,1,25,9,7,4,3,5,6,8,29.5,17.5,25.0,14.75,11.5,7.0,9.0,5.75,2.5,2.5,1.75,1.75,28.0526315789,16.3684210526,23.5882352941,13.7647058824,10.7368421053,6.47368421053,8.5,5.32352941176,2.42105263158,2.31578947368,1.73529411765,1.64705882353,2.94,0.88
248,23975,21518,2014/2015,25,2015-03-01,SD Eibar,Athletic Bilbao,2,62,52,64,37,60,55,56,49,46,38,37,37,52,68,60,65,27.3,25.2,21.0,110.0,0,1,6,13,2,8,6,4,9,7,13.5,23.0,11.25,20.0,6.5,9.5,4.25,8.25,2.5,3.0,1.5,2.25,13.0526315789,21.3157894737,10.7647058824,18.4411764706,6.26315789474,8.78947368421,4.26470588235,7.55882352941,2.36842105263,2.78947368421,1.5,2.11764705882,0.28,1.81
249,23973,21518,2014/2015,25,2015-03-02,RC Celta de Vigo,Elche CF,1,53,62,52,42,59,68,52,65,55,69,57,49,53,54,51,58,23.3,24.7,39.0,31.0,1,1,11,7,5,1,0,1,4,2,17.5,13.5,14.5,10.5,4.5,4.0,3.75,3.25,1.5,1.0,1.25,0.75,17.1052631579,12.6315789474,14.0588235294,9.85294117647,4.31578947368,3.52631578947,3.52941176471,2.85294117647,1.31578947368,0.842105263158,1.11764705882,0.647058823529,1.30,0.91
250,23985,21518,2014/2015,26,2015-03-06,Levante UD,SD Eibar,0,57,63,52,47,55,61,52,56,62,52,64,37,60,55,56,49,26.8,27.3,47.0,21.0,2,1,12,14,4,3,0,6,3,9,15.0,13.5,14.25,11.25,4.0,6.5,5.75,4.25,1.0,2.5,1.5,1.5,13.9473684211,13.0526315789,13.0882352941,10.7647058824,3.89473684211,6.26315789474,5.11764705882,4.26470588235,1.0,2.36842105263,1.35294117647,1.5,0.97,1.25
251,23981,21518,2014/2015,26,2015-03-07,RC Deportivo de La Coruna,Sevilla FC,2,56,46,68,45,38,52,50,59,65,65,38,38,53,57,49,55,25.5,24.7,48.0,122.0,3,4,15,11,5,6,6,7,12,8,19.5,15.5,17.5,14.75,6.0,5.0,6.25,3.75,2.0,2.0,2.0,1.0,18.3157894737,14.9473684211,16.2352941176,13.8235294118,5.52631578947,4.78947368421,5.64705882353,3.64705882353,1.94736842105,1.84210526316,1.88235294118,1.02941176471,2.49,3.05
252,23982,21518,2014/2015,26,2015-03-07,Elche CF,UD Almeria,0,55,69,57,49,53,54,51,58,46,65,40,37,57,54,53,45,24.7,24.1,31.0,25.0,1,0,15,9,4,2,1,6,2,6,13.5,18.0,10.5,12.0,4.0,7.0,3.25,4.25,1.0,3.0,0.75,1.75,12.6315789474,16.8421052632,9.85294117647,11.7352941176,3.52631578947,6.57894736842,2.85294117647,4.26470588235,0.842105263158,2.89473684211,0.647058823529,1.82352941176,1.88,0.51
253,23984,21518,2014/2015,26,2015-03-07,Athletic Bilbao,Real Madrid CF,0,46,38,37,37,52,68,60,65,50,41,69,39,68,54,49,65,25.2,23.3,110.0,647.0,1,0,6,13,2,2,4,3,7,6,23.0,29.5,20.0,25.0,9.5,11.5,8.25,9.0,3.0,2.5,2.25,1.75,21.3157894737,28.0526315789,18.4411764706,23.5882352941,8.78947368421,10.7368421053,7.55882352941,8.5,2.78947368421,2.42105263158,2.11764705882,1.73529411765,0.35,0.88
254,23987,21518,2014/2015,26,2015-03-07,Granada CF,Malaga CF,0,52,37,52,49,67,68,45,64,45,36,50,64,69,69,58,42,24.4,25.6,60.0,62.0,1,0,14,5,4,1,3,1,5,5,15.5,20.0,15.0,17.0,5.0,7.5,4.75,6.5,1.0,2.5,1.0,2.75,14.6315789474,18.6315789474,13.7647058824,15.7647058824,4.84210526316,7.0,4.38235294118,6.0,0.842105263158,2.26315789474,0.823529411765,2.38235294118,1.49,0.11
255,23979,21518,2014/2015,26,2015-03-08,Real Sociedad,RCD Espanyol,0,35,36,59,48,60,52,53,65,50,44,40,37,52,60,40,45,24.6,24.6,107.0,55.0,1,0,10,9,4,4,6,3,9,3,19.5,15.0,15.25,14.25,4.0,5.5,4.5,4.0,1.5,2.0,2.0,1.0,18.0526315789,14.2105263158,14.2647058824,12.9705882353,3.89473684211,5.05263157895,4.05882352941,3.79411764706,1.42105263158,1.78947368421,1.73529411765,1.0,0.74,0.45
256,23980,21518,2014/2015,26,2015-03-08,Atletico Madrid,Valencia CF,1,47,51,54,52,67,67,37,55,30,35,55,51,38,56,38,59,24.7,23.1,289.0,137.0,1,1,8,3,3,1,7,6,11,10,27.5,22.5,17.5,18.0,9.5,9.0,6.75,6.0,4.0,4.0,3.25,2.75,26.5263157895,21.1052631579,17.7352941176,17.0,9.10526315789,8.42105263158,6.61764705882,5.82352941176,3.78947368421,3.84210526316,3.02941176471,2.67647058824,0.99,0.56
